run,tag,step,value
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3827,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3828,48.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3829,79.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3830,111.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3831,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3832,59.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3833,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3834,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3835,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3836,75.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3837,85.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3838,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3839,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3840,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3841,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3842,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3843,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3844,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3845,76.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3846,57.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3847,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3848,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3849,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3850,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3851,62.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3852,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3853,65.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3854,71.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3855,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3856,89.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3857,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3858,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3859,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3860,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3861,87.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3862,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3863,50.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3864,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3865,75.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3866,59.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3867,72.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3868,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3869,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3870,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3871,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3872,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3873,72.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3874,90.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3875,52.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3876,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3877,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3878,58.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3879,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3880,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3881,100.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3882,59.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3883,53.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3884,50.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3885,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3886,48.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3887,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3888,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3889,66.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3890,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3891,50.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3892,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3893,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3894,74.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3895,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3896,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3897,57.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3898,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3899,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3900,48.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3901,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3902,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3903,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3904,50.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3905,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3906,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3907,57.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3908,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3909,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3910,93.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3911,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3912,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3913,67.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3914,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3915,68.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3916,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3917,69.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3918,66.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3919,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3920,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3921,57.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3922,56.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3923,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3924,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3925,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3926,66.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3927,62.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3928,52.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3929,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3930,52.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3931,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3932,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3933,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3934,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3935,85.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3936,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3937,101.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3938,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3939,64.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3940,56.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3941,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3942,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3943,54.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3944,72.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3945,60.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3946,57.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3947,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3948,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3949,54.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3950,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3951,54.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3952,67.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3953,86.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3954,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3955,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3956,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3957,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3958,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3959,55.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3960,58.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3961,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3962,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3963,54.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3964,62.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3965,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3966,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3967,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3968,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3969,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3970,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3971,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3972,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3973,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3974,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3975,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3976,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3977,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3978,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3979,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3980,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3981,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3982,69.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3983,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3984,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3985,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3986,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3987,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3988,53.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3989,59.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3990,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3991,59.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3992,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3993,58.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3994,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3995,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3996,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3997,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3998,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,3999,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4000,61.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4001,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4002,74.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4003,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4004,61.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4005,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4006,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4007,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4008,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4009,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4010,50.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4011,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4012,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4013,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4014,48.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4015,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4016,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4017,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4018,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4019,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4020,50.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4021,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4022,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4023,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4024,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4025,59.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4026,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4027,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4028,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4029,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4030,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4031,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4032,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4033,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4034,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4035,68.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4036,82.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4037,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4038,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4039,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4040,108.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4041,67.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4042,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4043,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4044,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4045,54.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4046,70.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4047,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4048,50.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4049,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4050,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4051,63.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4052,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4053,52.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4054,57.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4055,59.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4056,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4057,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4058,58.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4059,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4060,68.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4061,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4062,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4063,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4064,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4065,48.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4066,72.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4067,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4068,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4069,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4070,52.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4071,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4072,60.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4073,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4074,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4075,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4076,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4077,59.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4078,68.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4079,62.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4080,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4081,68.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4082,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4083,53.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4084,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4085,66.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4086,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4087,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4088,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4089,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4090,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4091,72.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4092,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4093,114.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4094,67.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4095,54.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4096,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4097,52.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4098,59.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4099,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4100,52.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4101,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4102,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4103,56.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4104,56.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4105,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4106,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4107,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4108,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4109,70.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4110,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4111,52.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4112,50.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4113,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4114,58.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4115,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4116,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4117,58.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4118,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4119,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4120,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4121,89.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4122,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4123,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4124,57.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4125,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4126,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4127,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4128,43.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4129,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4130,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4131,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4132,57.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4133,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4134,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4135,61.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4136,78.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4137,52.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4138,61.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4139,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4140,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4141,51.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4142,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4143,79.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4144,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4145,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4146,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4147,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4148,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4149,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4150,41.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4151,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4152,60.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4153,50.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4154,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4155,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4156,42.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4157,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4158,49.0
Feb16_12-32-35_samyuen-System-Product-Name20220216-123235,Train/score,4159,43.0
